"Zip
Code","Place
Name",State,County,Lat,Long
7030,Hoboken,NJ,Hudson,40.7445,-74.0329
40013,Coxs Creek,KY,Nelson,37.9125,-85.4658
53572,Mount Horeb,WI,Dane,43.002,-89.7414
19052,Lenni,PA,Delaware,39.8942,-75.4456
25103,Hansford,WV,Kanawha,38.207,-81.3929
13113,Meridian,NY,Cayuga,43.1656,-76.5369
68940,Funk,NE,Phelps,40.502,-99.245
23336,Chincoteague Island,VA,Accomack,37.9299,-75.3624
29901,Beaufort,SC,Beaufort,32.4244,-80.5653
14270,Buffalo,NY,Erie,42.7684,-78.8871
85749,Tucson,AZ,Pima,32.2733,-110.7658
38181,Memphis,TN,Shelby,35.2017,-89.9715
45505,Springfield,OH,Clark,39.9106,-83.7856
14564,Victor,NY,Ontario,42.9866,-77.418
76388,Weinert,TX,Haskell,33.3249,-99.6664
39665,Sontag,MS,Lawrence,31.6524,-90.2043
16656,Irvona,PA,Clearfield,40.8017,-78.5602
19980,Woodside,DE,Kent,39.0724,-75.5711
68417,Otoe,NE,Otoe,40.7355,-96.1329
75397,Dallas,TX,Dallas,32.7673,-96.7776
20044,Washington,DC,District of Columbia,38.8933,-77.0146
95108,San Jose,CA,Santa Clara,37.3378,-121.8908
17941,Klingerstown,PA,Schuylkill,40.6676,-76.6507
5473,North Ferrisburgh,VT,Addison,44.2595,-73.2112
35460,Epes,AL,Sumter,32.672,-88.1206
99641,Nunapitchuk,AK,Bethel Census Area,60.8969,-162.4594
4967,Pittsfield,ME,Somerset,44.7871,-69.4022
33449,Lake Worth,FL,Palm Beach,26.6048,-80.2149
60934,Emington,IL,Livingston,40.9692,-88.3589
54965,Pine River,WI,Waushara,44.1604,-89.0404
4287,Bowdoin,ME,Sagadahoc,44.0575,-69.9656
23169,Topping,VA,Middlesex,37.6009,-76.4575
54103,Armstrong Creek,WI,Forest,45.6726,-88.4908
23504,Norfolk,VA,Norfolk (city),36.8586,-76.2686
25324,Charleston,WV,Kanawha,38.3498,-81.6326
83206,Pocatello,ID,Bannock,42.8713,-112.4455
28636,Hiddenite,NC,Alexander,35.9504,-81.0487
30446,Newington,GA,Screven,32.581,-81.4826
48929,Lansing,MI,Ingham,42.7325,-84.5587
77871,Normangee,TX,Leon,31.0705,-96.125
37347,Jasper,TN,Marion,35.097,-85.5897
73430,Burneyville,OK,Love,33.9515,-97.3249
8033,Haddonfield,NJ,Camden,39.8954,-75.0417
59739,Lima,MT,Beaverhead,44.6441,-112.5625
77228,Houston,TX,Harris,29.834,-95.4342
37407,Chattanooga,TN,Hamilton,35.0024,-85.2849
83643,Mesa,ID,Adams,44.6255,-116.4493
32616,Alachua,FL,Alachua,29.792,-82.496
10941,Middletown,NY,Orange,41.4886,-74.345
92366,Mountain Pass,CA,San Bernardino,35.4703,-115.545
13603,Watertown,NY,Jefferson,43.9087,-75.8967
90807,Long Beach,CA,Los Angeles,33.8315,-118.1811
28629,Glendale Springs,NC,Ashe,36.3405,-81.3653
99770,Selawik,AK,Northwest Arctic,66.6039,-160.0069
2059,North Marshfield,MA,Plymouth,42.1432,-70.7703
92546,Hemet,CA,Riverside,33.7476,-116.9731
33566,Plant City,FL,Hillsborough,28.0094,-82.1138
39740,Caledonia,MS,Monroe,33.6865,-88.3145
28649,Mc Grady,NC,Wilkes,36.3103,-81.1912
96781,Papaikou,HI,Hawaii,19.7916,-155.0984
61883,Westville,IL,Vermilion,40.0451,-87.636
19055,Levittown,PA,Bucks,40.1483,-74.8371
51571,Silver City,IA,Mills,41.113,-95.6269
42129,Edmonton,KY,Metcalfe,37.0008,-85.6095
12846,Lake Luzerne,NY,Warren,43.3165,-73.8228
46759,Keystone,IN,Wells,40.5897,-85.2767
43127,Haydenville,OH,Hocking,39.4766,-82.3281
33480,Palm Beach,FL,Palm Beach,26.7206,-80.0388
30441,Midville,GA,Burke,32.8638,-82.2042
91935,Jamul,CA,San Diego,32.7163,-116.8323
42102,Bowling Green,KY,Warren,36.9223,-86.387
93407,San Luis Obispo,CA,San Luis Obispo,35.2828,-120.6596
93510,Acton,CA,Los Angeles,34.4835,-118.1959
72026,Casscoe,AR,Arkansas,34.5095,-91.299
86508,Lupton,AZ,Apache,35.3539,-109.0537
12932,Elizabethtown,NY,Essex,44.2245,-73.6011
11714,Bethpage,NY,Nassau,40.74,-73.4857
92509,Riverside,CA,Riverside,34.0033,-117.445
30601,Athens,GA,Clarke,33.9761,-83.3632
62027,Eldred,IL,Greene,39.2836,-90.5329
21775,New Midway,MD,Frederick,39.5645,-77.2947
78617,Del Valle,TX,Travis,30.1745,-97.6134
67565,Otis,KS,Rush,38.5353,-99.0534
28150,Shelby,NC,Cleveland,35.312,-81.5568
2703,Attleboro,MA,Bristol,41.9296,-71.3009
46787,South Whitley,IN,Whitley,41.0726,-85.6143
76690,Walnut Springs,TX,Bosque,32.0593,-97.7514
62207,East Saint Louis,IL,St. Clair,38.587,-90.1278
6239,Danielson,CT,Windham,41.7982,-71.8807
7849,Lake Hopatcong,NJ,Morris,40.9506,-74.6129
41274,Wittensville,KY,Johnson,37.8703,-82.81
54654,Seneca,WI,Crawford,43.265,-90.9585
58763,New Town,ND,Mountrail,47.9718,-102.4716
56057,Le Center,MN,Le Sueur,44.3853,-93.7214
30504,Gainesville,GA,Hall,34.2723,-83.8793
47229,Crothersville,IN,Jackson,38.8067,-85.847
82925,Cora,WY,Sublette,43.1399,-109.9154
62895,Wayne City,IL,Wayne,38.3328,-88.5833
67018,Bluff City,KS,Harper,37.0838,-97.8754
31106,Atlanta,GA,Fulton,33.8444,-84.4741
35010,Alexander City,AL,Tallapoosa,32.9164,-85.9368
74330,Adair,OK,Mayes,36.4115,-95.2732
5065,Sharon,VT,Windsor,43.7748,-72.4243
72046,England,AR,Lonoke,34.5575,-91.9484
14511,Mumford,NY,Monroe,42.9928,-77.8603
65898,Springfield,MO,Greene,37.2153,-93.2982
38962,Tippo,MS,Tallahatchie,33.9292,-90.1885
77585,Saratoga,TX,Hardin,30.2841,-94.5294
15934,Elton,PA,Cambria,40.2799,-78.8032
21504,Cumberland,MD,Allegany,39.5807,-78.6906
2472,Watertown,MA,Middlesex,42.37,-71.1773
62864,Mount Vernon,IL,Jefferson,38.317,-88.9105
50830,Afton,IA,Union,41.0401,-94.194
59083,Sumatra,MT,Rosebud,46.6183,-107.5512
32831,Orlando,FL,Orange,28.4656,-81.151
37174,Spring Hill,TN,Maury,35.7173,-86.9048
28621,Elkin,NC,Surry,36.2872,-80.8554
16912,Blossburg,PA,Tioga,41.6698,-77.0797
33868,Polk City,FL,Polk,28.1987,-81.8083
24468,Mustoe,VA,Highland,38.386,-79.5592
38821,Amory,MS,Monroe,33.9844,-88.4709
70460,Slidell,LA,St. Tammany,30.2916,-89.8129
19155,Philadelphia,PA,Philadelphia,40.0018,-75.1179
33183,Miami,FL,Miami-Dade,25.7,-80.413
47016,Cedar Grove,IN,Franklin,39.3459,-84.8924
21104,Marriottsville,MD,Carroll,39.3342,-76.9132
50046,Cambridge,IA,Story,41.9025,-93.5305
18473,White Mills,PA,Wayne,41.5262,-75.2035
4565,Sebasco Estates,ME,Sagadahoc,43.7733,-69.8635
40213,Louisville,KY,Jefferson,38.1839,-85.7106
22109,Mc Lean,VA,Fairfax,38.9335,-77.1797
37804,Maryville,TN,Blount,35.7991,-83.8852
30906,Augusta,GA,Richmond,33.3589,-82.0099
33407,West Palm Beach,FL,Palm Beach,26.7492,-80.0725
97479,Sutherlin,OR,Douglas,43.3904,-123.2974
39502,Gulfport,MS,Harrison,30.4158,-89.0684
46978,Royal Center,IN,Cass,40.8645,-86.5078
74735,Fort Towson,OK,Choctaw,34.052,-95.253
45801,Lima,OH,Allen,40.7641,-84.0973
18960,Sellersville,PA,Bucks,40.362,-75.319
62475,West Liberty,IL,Jasper,38.895,-88.0979
99348,Prescott,WA,Walla Walla,46.3539,-118.4097
68433,Salem,NE,Richardson,40.062,-95.7273
76012,Arlington,TX,Tarrant,32.754,-97.1348
25653,Wilkinson,WV,Logan,37.8279,-81.9976
98559,Malone,WA,Grays Harbor,46.9589,-123.3268
74724,Bethel,OK,McCurtain,34.3598,-94.8374
93668,Tranquillity,CA,Fresno,36.6584,-120.2617
28715,Candler,NC,Buncombe,35.5376,-82.7001
47735,Evansville,IN,Vanderburgh,37.9971,-87.575
4077,South Casco,ME,Cumberland,43.91,-70.5245
28452,Longwood,NC,Brunswick,33.9973,-78.5541
58250,Lankin,ND,Walsh,48.2952,-98.007
47424,Bloomfield,IN,Greene,39.0295,-86.8675
59018,Clyde Park,MT,Park,45.8341,-110.6222
99653,Port Alsworth,AK,Lake and Peninsula,60.2025,-154.3128
93042,Point Mugu Nawc,CA,Ventura,34.1134,-119.1124
61874,Savoy,IL,Champaign,40.0654,-88.2528
73572,Walters,OK,Cotton,34.3605,-98.314
15251,Pittsburgh,PA,Allegheny,40.4344,-80.0248
28719,Cherokee,NC,Swain,35.5094,-83.3144
60446,Romeoville,IL,Will,41.6404,-88.0696
91732,El Monte,CA,Los Angeles,34.0705,-118.0149
57224,Claire City,SD,Roberts,45.8755,-97.1073
39767,Stewart,MS,Montgomery,33.5101,-89.479
35603,Decatur,AL,Morgan,34.5484,-87.0004
19708,Kirkwood,DE,New Castle,39.5776,-75.6901
22733,Rapidan,VA,Culpeper,38.3392,-78.0476
29916,Early Branch,SC,Hampton,32.723,-80.9634
19006,Huntingdon Valley,PA,Montgomery,40.1284,-75.0607
56381,Starbuck,MN,Pope,45.5926,-95.5421
16657,James Creek,PA,Huntingdon,40.3567,-78.1887
99632,Mountain Village,AK,Kusilvak,62.1123,-163.6644
31764,Leslie,GA,Sumter,31.954,-84.0783
99588,Glennallen,AK,Valdez-Cordova (CA),62.1039,-145.6617
91202,Glendale,CA,Los Angeles,34.1652,-118.2656
27048,Stoneville,NC,Rockingham,36.4705,-79.9013
77830,Anderson,TX,Grimes,30.5443,-96.0018
32732,Geneva,FL,Seminole,28.7503,-81.1114
76264,Sadler,TX,Grayson,33.731,-96.84
27605,Raleigh,NC,Wake,35.7908,-78.653
27819,Conetoe,NC,Edgecombe,35.8178,-77.4533
20531,Washington,DC,District of Columbia,38.8938,-77.0218
15822,Brandy Camp,PA,Elk,41.3209,-78.6875
97501,Medford,OR,Jackson,42.2818,-122.9054
78624,Fredericksburg,TX,Gillespie,30.2817,-98.8799
85098,Phoenix,AZ,Maricopa,33.4484,-112.074
99778,Teller,AK,Nome (CA),65.2402,-166.3833
43344,Richwood,OH,Union,40.437,-83.3136
6145,Hartford,CT,Hartford,41.7918,-72.7188
60417,Crete,IL,Will,41.439,-87.6027
10710,Yonkers,NY,Westchester,40.9656,-73.8434
71753,Magnolia,AR,Columbia,33.2647,-93.2392
90745,Carson,CA,Los Angeles,33.823,-118.2684
20460,Washington,DC,District of Columbia,38.8764,-77.0188
25160,Pond Gap,WV,Kanawha,38.2904,-81.2866
59103,Billings,MT,Yellowstone,45.7833,-108.5007
1568,Upton,MA,Worcester,42.1756,-71.6032
33433,Boca Raton,FL,Palm Beach,26.3464,-80.1564
53806,Cassville,WI,Grant,42.7288,-90.9608
28281,Charlotte,NC,Mecklenburg,35.2271,-80.8431
42408,Dawson Springs,KY,Hopkins,37.1964,-87.6821
7882,Washington,NJ,Warren,40.7582,-74.9914
40444,Lancaster,KY,Garrard,37.6584,-84.5969
55775,Pengilly,MN,Itasca,47.3151,-93.1937
91311,Chatsworth,CA,Los Angeles,34.2583,-118.5914
47339,Economy,IN,Wayne,39.9781,-85.088
65770,Walnut Grove,MO,Greene,37.3943,-93.5044
70894,Baton Rouge,LA,East Baton Rouge Parish,30.5159,-91.0804
48045,Harrison Township,MI,Macomb,42.5877,-82.8215
35201,Birmingham,AL,Jefferson,33.5207,-86.8025
97522,Butte Falls,OR,Jackson,42.5492,-122.5638
29353,Jonesville,SC,Union,34.8125,-81.6431
48806,Ashley,MI,Gratiot,43.1891,-84.488
92079,San Marcos,CA,San Diego,33.1434,-117.1661
8620,Trenton,NJ,Mercer,40.167,-74.6488
30008,Marietta,GA,Cobb,33.8972,-84.592
28816,Asheville,NC,Buncombe,35.6203,-82.5286
38066,Rossville,TN,Fayette,35.0768,-89.5678
40144,Harned,KY,Breckinridge,37.8023,-86.4148
58540,Garrison,ND,McLean,47.6675,-101.6142
29922,Garnett,SC,Hampton,32.6007,-81.2396
75978,Woden,TX,Nacogdoches,31.5037,-94.525
73157,Oklahoma City,OK,Oklahoma,35.5514,-97.4075
43541,Milton Center,OH,Wood,41.3009,-83.8296
72562,Newark,AR,Independence,35.7118,-91.4394
14805,Alpine,NY,Schuyler,42.351,-76.7348
28527,Ernul,NC,Craven,35.2547,-77.0502
71663,Portland,AR,Ashley,33.2318,-91.5139
8605,Trenton,NJ,Mercer,40.2805,-74.712
58341,Harvey,ND,Wells,47.7035,-99.7478
23850,Ford,VA,Dinwiddie,37.1349,-77.7364
78408,Corpus Christi,TX,Nueces,27.7945,-97.4381
20155,Gainesville,VA,Prince William,38.8157,-77.6216
68787,Wayne,NE,Wayne,42.2304,-97.0186
23705,Portsmouth,VA,Portsmouth (city),36.8686,-76.3552
43330,Kirby,OH,Wyandot,40.813,-83.4196
93408,San Luis Obispo,CA,San Luis Obispo,35.2828,-120.6596
26818,Fisher,WV,Hardy,39.075,-79.0342
35036,Brookside,AL,Jefferson,33.6379,-86.9167
62963,Mound City,IL,Pulaski,37.0865,-89.1637
36426,Brewton,AL,Escambia,31.1294,-87.0961
67449,Herington,KS,Dickinson,38.6767,-96.8941
16872,Rebersburg,PA,Centre,40.9549,-77.4053
14719,Cattaraugus,NY,Cattaraugus,42.3333,-78.8885
14614,Rochester,NY,Monroe,43.1558,-77.6142
58301,Devils Lake,ND,Ramsey,48.1132,-98.8616
80122,Littleton,CO,Arapahoe,39.5814,-104.9557
81653,Slater,CO,Moffat,40.9979,-107.3388
7935,Green Village,NJ,Morris,40.7416,-74.4517
12056,Duanesburg,NY,Schenectady,42.7708,-74.0839
60928,Crescent City,IL,Iroquois,40.7417,-87.849
29648,Greenwood,SC,Greenwood,34.2124,-82.1681
15683,Scottdale,PA,Westmoreland,40.1029,-79.593
61361,Sheffield,IL,Bureau,41.3949,-89.7115
28469,Ocean Isle Beach,NC,Brunswick,33.8913,-78.4298
47460,Spencer,IN,Owen,39.2891,-86.7789
33626,Tampa,FL,Hillsborough,28.0509,-82.6164
20172,Herndon,VA,Fairfax,38.9696,-77.3861
45034,Kings Mills,OH,Warren,39.358,-84.2473
55983,Wanamingo,MN,Goodhue,44.3121,-92.8103
4275,Roxbury,ME,Oxford,44.6566,-70.6092
15134,Mckeesport,PA,Allegheny,40.3478,-79.8642
97115,Dundee,OR,Yamhill,45.2776,-123.0152
37096,Linden,TN,Perry,35.5944,-87.8567
22212,Arlington,VA,Arlington,38.8808,-77.1129
67645,Lenora,KS,Norton,39.6105,-100.0028
44121,Cleveland,OH,Cuyahoga,41.5277,-81.5323
59759,Whitehall,MT,Jefferson,45.8771,-112.1245
11941,Eastport,NY,Suffolk,40.8297,-72.7283
78540,Edinburg,TX,Hidalgo,26.3017,-98.1633
49075,Nottawa,MI,St. Joseph,41.9189,-85.4489
19113,Philadelphia,PA,Delaware,39.865,-75.2752
28220,Charlotte,NC,Mecklenburg,35.26,-80.8042
13073,Groton,NY,Tompkins,42.5855,-76.3633
97538,Selma,OR,Josephine,42.2654,-123.5515
28704,Arden,NC,Buncombe,35.4637,-82.5354
27822,Elm City,NC,Wilson,35.811,-77.856
35771,Section,AL,Jackson,34.5433,-85.994
50840,Clearfield,IA,Taylor,40.7935,-94.4944
29059,Holly Hill,SC,Orangeburg,33.3276,-80.4024
61755,Mackinaw,IL,Tazewell,40.5396,-89.3458
54637,Hustler,WI,Juneau,43.8801,-90.2729
11718,Brightwaters,NY,Suffolk,40.728,-73.2646
16311,Carlton,PA,Mercer,41.4815,-80.0203
85752,Tucson,AZ,Pima,32.2217,-110.9265
97212,Portland,OR,Multnomah,45.5441,-122.6423
40816,Chappell,KY,Leslie,37.0098,-83.3494
44883,Tiffin,OH,Seneca,41.1238,-83.1844
68501,Lincoln,NE,Lancaster,40.8651,-96.8231
63034,Florissant,MO,St. Louis,38.8338,-90.2936
20169,Haymarket,VA,Prince William,38.8674,-77.6445
39641,Jayess,MS,Lawrence,31.4036,-90.1864
13144,Richland,NY,Oswego,43.5776,-76.0029
36483,Wing,AL,Covington,31.0223,-86.6293
40204,Louisville,KY,Jefferson,38.2369,-85.7249
26147,Grantsville,WV,Calhoun,38.9324,-81.0763
60195,Schaumburg,IL,Cook,42.0764,-88.1093
41766,Thousandsticks,KY,Leslie,37.1586,-83.3847
22033,Fairfax,VA,Fairfax,38.8776,-77.3885
63631,Caledonia,MO,Washington,37.7639,-90.7409
68930,Blue Hill,NE,Webster,40.311,-98.427
33472,Boynton Beach,FL,Palm Beach,26.5384,-80.1856
31727,Brookfield,GA,Tift,31.4417,-83.5037
40107,Boston,KY,Nelson,37.7408,-85.5948
17030,Gratz,PA,Dauphin,40.6082,-76.7375
67762,Weskan,KS,Wallace,38.8649,-101.9512
43006,Brinkhaven,OH,Knox,40.4583,-82.1553
33574,Saint Leo,FL,Pasco,28.3348,-82.2693
39071,Flora,MS,Madison,32.5578,-90.3235
39213,Jackson,MS,Hinds,32.3553,-90.2171
32604,Gainesville,FL,Alachua,29.5733,-82.3979
18850,Ulster,PA,Bradford,41.8408,-76.4876
74447,Okmulgee,OK,Okmulgee,35.6288,-95.9697
47591,Vincennes,IN,Knox,38.6734,-87.5098
80903,Colorado Springs,CO,El Paso,38.8388,-104.8145
28385,Salemburg,NC,Sampson,35.0515,-78.4714
70532,Elton,LA,Jefferson Davis,30.4715,-92.6996
21702,Frederick,MD,Frederick,39.4926,-77.4612
59911,Bigfork,MT,Flathead,48.0633,-114.0726
29476,Russellville,SC,Berkeley,33.3971,-79.9717
48239,Redford,MI,Wayne,42.3756,-83.2889
49306,Belmont,MI,Kent,43.075,-85.5632
64741,Deerfield,MO,Vernon,37.8197,-94.5608
37312,Cleveland,TN,Bradley,35.2023,-84.8476
49412,Fremont,MI,Newaygo,43.4652,-85.9626
61369,Toluca,IL,Marshall,41.0046,-89.1348
43732,Cumberland,OH,Guernsey,39.852,-81.6576
6167,Hartford,CT,Hartford,41.7637,-72.6851
38359,Milledgeville,TN,McNairy,35.3729,-88.3675
71136,Shreveport,LA,Caddo Parish,32.6076,-93.7526
56469,Palisade,MN,Aitkin,46.6895,-93.5627
91383,Santa Clarita,CA,Los Angeles,34.3917,-118.5426
21084,Jarrettsville,MD,Harford,39.6162,-76.4684
52359,West Chester,IA,Washington,41.3585,-91.8075
29212,Columbia,SC,Lexington,34.0726,-81.1796
38759,Merigold,MS,Bolivar,33.8373,-90.7256
16113,Clark,PA,Mercer,41.2866,-80.4237
77485,Wallis,TX,Austin,29.6397,-96.0456
48908,Lansing,MI,Eaton,42.5961,-84.8382
15448,Jacobs Creek,PA,Westmoreland,40.1331,-79.7417
14227,Buffalo,NY,Erie,42.8853,-78.7462
22044,Falls Church,VA,Fairfax,38.8589,-77.1548
32446,Marianna,FL,Jackson,30.7996,-85.2293
57422,Andover,SD,Day,45.4222,-97.9175
29565,Latta,SC,Dillon,34.3398,-79.4417
95842,Sacramento,CA,Sacramento,38.6865,-121.3494
81154,South Fork,CO,Rio Grande,37.6725,-106.6125
71857,Prescott,AR,Nevada,33.804,-93.3725
70053,Gretna,LA,Jefferson Parish,29.9108,-90.0531
40223,Louisville,KY,Jefferson,38.2651,-85.5582
79821,Anthony,TX,El Paso,31.9907,-106.5976
93634,Lakeshore,CA,Fresno,37.253,-119.1748
12936,Essex,NY,Essex,44.2807,-73.3731
12580,Staatsburg,NY,Dutchess,41.8502,-73.8988
77631,Orange,TX,Orange,30.093,-93.7366
38461,Hampshire,TN,Maury,35.5915,-87.3251
65787,Roach,MO,Camden,38.1025,-92.9148
20232,Washington,DC,District of Columbia,38.9006,-77.0391
49802,Kingsford,MI,Dickinson,45.8006,-88.0773
27593,Wilsons Mills,NC,Johnston,35.5907,-78.3607
66536,Saint Marys,KS,Pottawatomie,39.1987,-96.0683
61803,Urbana,IL,Champaign,40.1059,-88.2247
8320,Fairton,NJ,Cumberland,39.3799,-75.2217
72060,Griffithville,AR,White,35.1144,-91.6242
49067,Marcellus,MI,Cass,42.0275,-85.7988
20055,Washington,DC,District of Columbia,38.9016,-77.021
95202,Stockton,CA,San Joaquin,37.9606,-121.2871
43786,Stafford,OH,Monroe,39.7112,-81.2758
28001,Albemarle,NC,Stanly,35.3573,-80.2044
97707,Bend,OR,Deschutes,43.8431,-121.5764
13760,Endicott,NY,Broome,42.1506,-76.0551
91182,Pasadena,CA,Los Angeles,34.1478,-118.1445
91786,Upland,CA,San Bernardino,34.1144,-117.6583
46408,Gary,IN,Lake,41.5422,-87.3588
40755,Pittsburg,KY,Laurel,37.1678,-84.1166
39635,Fernwood,MS,Pike,31.1855,-90.449
20635,Helen,MD,St. Mary's,38.3121,-76.6077
70719,Brusly,LA,West Baton Rouge,30.3877,-91.2526
73491,Velma,OK,Stephens,34.4565,-97.6689
93203,Arvin,CA,Kern,35.1966,-118.8336
21251,Baltimore,MD,Baltimore,39.439,-76.5921
28586,Vanceboro,NC,Craven,35.3063,-77.1716
33951,Punta Gorda,FL,Charlotte,26.9708,-81.9845
15317,Canonsburg,PA,Washington,40.2706,-80.1668
2327,Bryantville,MA,Plymouth,42.0407,-70.8272
61747,Hopedale,IL,Tazewell,40.4273,-89.4214
45839,Findlay,OH,Hancock,41.0442,-83.6499
84403,Ogden,UT,Weber,41.1894,-111.9489
86323,Chino Valley,AZ,Yavapai,34.7757,-112.4731
98243,Deer Harbor,WA,San Juan,48.6201,-122.9999
47445,Midland,IN,Greene,39.122,-87.1917
27832,Gaston,NC,Northampton,36.5004,-77.645
98013,Burton,WA,King,47.389,-122.4607
95709,Camino,CA,El Dorado,38.747,-120.6743
37691,Trade,TN,Johnson,36.3683,-81.7572
74747,Kemp,OK,Bryan,33.773,-96.3555
33415,West Palm Beach,FL,Palm Beach,26.656,-80.126
75163,Trinidad,TX,Henderson,32.1383,-96.0831
8404,Atlantic City,NJ,Atlantic,39.3643,-74.4229
8502,Belle Mead,NJ,Somerset,40.4483,-74.6557
62478,West York,IL,Crawford,39.1938,-87.7131
62950,Jacob,IL,Jackson,37.7437,-89.5444
73842,Freedom,OK,Woods,36.809,-99.1319
18452,Peckville,PA,Lackawanna,41.4821,-75.5899
28754,Mars Hill,NC,Madison,35.8528,-82.5254
16319,Cranberry,PA,Venango,41.3197,-79.6317
17214,Blue Ridge Summit,PA,Franklin,39.7399,-77.4707
17882,Troxelville,PA,Snyder,40.8031,-77.2053
45885,Saint Marys,OH,Auglaize,40.544,-84.3944
94923,Bodega Bay,CA,Sonoma,38.3309,-123.0373
3802,Portsmouth,NH,Rockingham,43.0718,-70.7626
92711,Santa Ana,CA,Orange,33.7669,-117.8043
17764,Renovo,PA,Clinton,41.3334,-77.7448
24920,Bartow,WV,Pocahontas,38.5513,-79.7952
77056,Houston,TX,Harris,29.7446,-95.4683
63743,Daisy,MO,Cape Girardeau,37.5151,-89.8213
16852,Madisonburg,PA,Centre,40.9334,-77.495
20319,Washington,DC,District of Columbia,38.8667,-77.0166
40806,Baxter,KY,Harlan,36.8749,-83.3141
45242,Cincinnati,OH,Hamilton,39.2447,-84.3455
79021,Cotton Center,TX,Hale,33.9753,-102.0314
99742,Gambell,AK,Nome (CA),63.7766,-171.7017
78832,Brackettville,TX,Kinney,29.3096,-100.4155
46615,South Bend,IN,St. Joseph,41.6741,-86.2104
4019,Cliff Island,ME,Cumberland,43.6955,-70.1071
56145,Jeffers,MN,Cottonwood,44.0737,-95.1547
33067,Pompano Beach,FL,Broward,26.3033,-80.2415
37188,White House,TN,Robertson,36.46,-86.6705
92124,San Diego,CA,San Diego,32.8201,-117.0986
19903,Dover,DE,Kent,39.1087,-75.448
67030,Colwich,KS,Sedgwick,37.7782,-97.5405
53790,Madison,WI,Dane,43.0696,-89.4239
56725,Goodridge,MN,Pennington,48.0686,-95.7283
98855,Tonasket,WA,Okanogan,48.7194,-119.3943
83824,Desmet,ID,Benewah,47.126,-116.8937
74027,Delaware,OK,Nowata,36.7804,-95.6181
63867,Matthews,MO,New Madrid,36.7154,-89.6287
98233,Burlington,WA,Skagit,48.4786,-122.3345
37717,Clinton,TN,Anderson,36.11,-84.1672
24112,Martinsville,VA,Martinsville (city),36.6871,-79.8691
92563,Murrieta,CA,Riverside,33.569,-117.1783
7719,Belmar,NJ,Monmouth,40.1688,-74.072
2138,Cambridge,MA,Middlesex,42.377,-71.1256
43844,Warsaw,OH,Coshocton,40.3172,-82.056
67635,Dresden,KS,Decatur,39.6094,-100.4112
78884,Utopia,TX,Uvalde,29.5972,-99.5585
31905,Fort Benning,GA,Muscogee,32.3923,-84.9315
12019,Ballston Lake,NY,Saratoga,42.9192,-73.8552
30071,Norcross,GA,Gwinnett,33.9381,-84.1972
28445,Holly Ridge,NC,Onslow,34.4954,-77.555
56377,Sartell,MN,Stearns,45.6318,-94.2136
32439,Freeport,FL,Walton,30.4896,-86.1684
63060,Lonedell,MO,Franklin,38.2743,-90.8903
31780,Plains,GA,Sumter,32.0339,-84.3586
35144,Siluria,AL,Shelby,33.2293,-86.825
31036,Hawkinsville,GA,Pulaski,32.2778,-83.4948
32941,Melbourne,FL,Brevard,27.9246,-80.5235
50465,Rake,IA,Winnebago,43.4767,-93.9171
77873,Richards,TX,Grimes,30.5796,-95.8959
32701,Altamonte Springs,FL,Seminole,28.6666,-81.365
92020,El Cajon,CA,San Diego,32.7928,-116.9665
69333,Ashby,NE,Grant,41.9776,-101.9636
28609,Catawba,NC,Catawba,35.6757,-81.0503
97447,Idleyld Park,OR,Douglas,43.3237,-123.024
11937,East Hampton,NY,Suffolk,40.993,-72.179
47869,Prairie Creek,IN,Vigo,39.275,-87.4972
59845,Hot Springs,MT,Sanders,47.5914,-114.6597
40536,Lexington,KY,Fayette,38.0321,-84.5084
4911,Anson,ME,Somerset,44.7831,-69.9309
37302,Apison,TN,Hamilton,35.0149,-85.0164
73758,Manchester,OK,Grant,36.9744,-98.0383
89156,Las Vegas,NV,Clark,36.2034,-115.0364
23934,Cullen,VA,Charlotte,37.1552,-78.6459
58638,Hebron,ND,Morton,46.8936,-102.0367
48096,Ray,MI,Macomb,42.754,-82.9163
5488,Swanton,VT,Franklin,44.9168,-73.1211
23147,Ruthville,VA,Charles City,37.3796,-77.0348
31569,Woodbine,GA,Camden,30.9437,-81.6783
10911,Bear Mountain,NY,Rockland,41.1609,-74.0608
28242,Charlotte,NC,Mecklenburg,35.26,-80.8042
12446,Kerhonkson,NY,Ulster,41.7939,-74.3035
4109,Portland,ME,Cumberland,43.6783,-70.1987
97239,Portland,OR,Multnomah,45.4983,-122.6913
32212,Jacksonville,FL,Duval,30.2132,-81.69
72169,Tupelo,AR,Jackson,35.3844,-91.2232
43748,Junction City,OH,Perry,39.6965,-82.3155
66547,Wamego,KS,Pottawatomie,39.21,-96.3153
54849,Lake Nebagamon,WI,Douglas,46.5023,-91.7402
14468,Hilton,NY,Monroe,43.2923,-77.7905
84096,Herriman,UT,Salt Lake,40.5144,-112.0325
56327,Farwell,MN,Pope,45.7244,-95.6656
94546,Castro Valley,CA,Alameda,37.7015,-122.0782
75367,Dallas,TX,Dallas,32.7673,-96.7776
75164,Josephine,TX,Collin,33.0612,-96.3072
67118,Norwich,KS,Kingman,37.4501,-97.8662
67745,Mc Donald,KS,Rawlins,39.7923,-101.3227
38226,Dukedom,TN,Weakley,36.4796,-88.6926
6101,Hartford,CT,Hartford,41.7801,-72.6771
80201,Denver,CO,Denver,39.7263,-104.8568
