State,Long,"Place
Name",County,Lat,"Zip
Code"
MA,-72.4292,Erving,Franklin,42.6076,1344
MA,-72.8391,Heath,Franklin,42.6853,1346
MA,-72.5181,Lake Pleasant,Franklin,42.5566,1347
MA,-72.4926,Millers Falls,Franklin,42.582,1349
MA,-72.9762,Monroe Bridge,Franklin,42.7215,1350
MA,-72.5328,Montague,Franklin,42.5429,1351
MA,-72.4995,Gill,Franklin,42.6404,1354
MA,-72.3062,New Salem,Franklin,42.5146,1355
MA,-72.451,Northfield,Franklin,42.6887,1360
MA,-72.2924,Orange,Franklin,42.6129,1364
MA,-72.1893,Petersham,Worcester,42.4898,1366
MA,-72.9258,Rowe,Franklin,42.6953,1367
MA,-72.1964,Royalston,Worcester,42.6722,1368
MA,-72.7391,Shelburne Falls,Franklin,42.6022,1370
MA,-72.6153,South Deerfield,Franklin,42.4756,1373
MA,-72.5676,Sunderland,Franklin,42.4539,1375
MA,-72.5557,Turners Falls,Franklin,42.5954,1376
MA,-72.3397,Warwick,Franklin,42.6671,1378
MA,-72.4009,Wendell,Franklin,42.5656,1379
MA,-72.3927,Wendell Depot,Franklin,42.5534,1380
MA,-71.8031,Fitchburg,Worcester,42.5796,1420
MA,-71.9267,Ashburnham,Worcester,42.6496,1430
MA,-71.8174,Ashby,Middlesex,42.6745,1431
MA,-71.5788,Ayer,Middlesex,42.5591,1432
MA,-71.6115,Devens,Worcester,42.5385,1434
MA,-72.0646,Baldwinville,Worcester,42.5936,1436
MA,-72.037,East Templeton,Worcester,42.5631,1438
MA,-71.9898,Gardner,Worcester,42.574,1440
MA,-71.9106,Westminster,Worcester,42.5459,1441
MA,-71.5584,Groton,Middlesex,42.6124,1450
MA,-71.5753,Harvard,Worcester,42.4986,1451
MA,-72.0012,Hubbardston,Worcester,42.4865,1452
MA,-71.7563,Leominster,Worcester,42.5274,1453
MA,-71.4877,Littleton,Middlesex,42.5401,1460
MA,-71.7266,Lunenburg,Worcester,42.5884,1462
MA,-71.5934,Pepperell,Middlesex,42.6689,1463
MA,-71.6483,Shirley,Middlesex,42.5734,1464
MA,-71.6131,Still River,Worcester,42.4871,1467
MA,-72.065,Templeton,Worcester,42.546,1468
MA,-71.6896,Townsend,Middlesex,42.6525,1469
MA,-71.5745,Groton,Middlesex,42.6112,1470
MA,-71.5745,Groton,Middlesex,42.6112,1471
MA,-71.6273,West Groton,Middlesex,42.6043,1472
MA,-71.9096,Westminster,Worcester,42.5483,1473
MA,-71.7522,West Townsend,Middlesex,42.6678,1474
MA,-72.0475,Winchendon,Worcester,42.6789,1475
MA,-71.8391,Auburn,Worcester,42.2055,1501
MA,-71.6356,Berlin,Worcester,42.3844,1503
MA,-71.5269,Blackstone,Worcester,42.0287,1504
MA,-71.731,Boylston,Worcester,42.3377,1505
MA,-72.0989,Brookfield,Worcester,42.1991,1506
MA,-71.9664,Charlton,Worcester,42.1379,1507
MA,-71.9884,Charlton City,Worcester,42.1459,1508
MA,-71.9787,Charlton Depot,Worcester,42.1731,1509
MA,-71.6828,Clinton,Worcester,42.4181,1510
MA,-72.0481,East Brookfield,Worcester,42.2193,1515
MA,-71.7509,Douglas,Worcester,42.0528,1516
MA,-72.1178,Fiskdale,Worcester,42.1228,1518
MA,-71.6868,Grafton,Worcester,42.2004,1519
MA,-71.8414,Holden,Worcester,42.342,1520
MA,-72.1544,Holland,Hampden,42.0403,1521
MA,-71.8706,Jefferson,Worcester,42.3755,1522
MA,-71.6868,Lancaster,Worcester,42.451,1523
MA,-71.9188,Leicester,Worcester,42.237,1524
MA,-71.6448,Linwood,Worcester,42.0973,1525
MA,-71.7476,Manchaug,Worcester,42.0945,1526
MA,-71.7644,Millbury,Worcester,42.1968,1527
MA,-71.5798,Millville,Worcester,42.0331,1529
MA,-72.1306,New Braintree,Worcester,42.3198,1531
MA,-71.6464,Northborough,Worcester,42.3182,1532
MA,-71.6564,Northbridge,Worcester,42.1494,1534
MA,-72.0821,North Brookfield,Worcester,42.2665,1535
MA,-71.7037,North Grafton,Worcester,42.2297,1536
MA,-71.886,North Oxford,Worcester,42.1655,1537
MA,-71.6412,North Uxbridge,Worcester,42.0876,1538
MA,-71.8687,Oxford,Worcester,42.1129,1540
MA,-71.8762,Princeton,Worcester,42.4508,1541
MA,-71.9069,Rochdale,Worcester,42.1997,1542
MA,-71.949,Rutland,Worcester,42.3762,1543
MA,-71.7205,Shrewsbury,Worcester,42.2848,1545
MA,-71.8969,Shrewsbury,Worcester,42.3648,1546
MA,-72.0353,Southbridge,Worcester,42.075,1550
MA,-71.6927,South Grafton,Worcester,42.176,1560
MA,-71.6861,South Lancaster,Worcester,42.4435,1561
MA,-71.9906,Spencer,Worcester,42.2441,1562
MA,-71.7752,Sterling,Worcester,42.4354,1564
MA,-72.0842,Sturbridge,Worcester,42.1126,1566
MA,-71.6032,Upton,Worcester,42.1756,1568
MA,-71.6329,Uxbridge,Worcester,42.0744,1569
MA,-71.8486,Webster,Worcester,42.0521,1570
MA,-71.8932,Dudley,Worcester,42.0489,1571
MA,-71.6176,Westborough,Worcester,42.2679,1581
MA,-71.7838,West Boylston,Worcester,42.3584,1583
MA,-72.1511,West Brookfield,Worcester,42.2441,1585
MA,-71.8037,West Millbury,Worcester,42.1712,1586
MA,-71.6644,Whitinsville,Worcester,42.1153,1588
MA,-71.7552,Sutton,Worcester,42.1266,1590
MA,-71.8023,Worcester,Worcester,42.2626,1601
MA,-71.8417,Worcester,Worcester,42.2703,1602
MA,-71.838,Worcester,Worcester,42.245,1603
MA,-71.7746,Worcester,Worcester,42.2541,1604
MA,-71.7888,Worcester,Worcester,42.2894,1605
MA,-71.7958,Worcester,Worcester,42.311,1606
MA,-71.7938,Worcester,Worcester,42.2303,1607
MA,-71.8003,Worcester,Worcester,42.2624,1608
MA,-71.8277,Worcester,Worcester,42.2826,1609
MA,-71.8108,Worcester,Worcester,42.2492,1610
MA,-71.875,Cherry Valley,Worcester,42.2373,1611
MA,-71.9202,Paxton,Worcester,42.3066,1612
MA,-71.802,Worcester,Worcester,42.2933,1613
MA,-71.8023,Worcester,Worcester,42.2626,1614
MA,-71.8023,Worcester,Worcester,42.2626,1615
MA,-71.8969,Worcester,Worcester,42.3648,1653
MA,-71.8969,Worcester,Worcester,42.3648,1655
MA,-71.4255,Framingham,Middlesex,42.3007,1701
MA,-71.4339,Framingham,Middlesex,42.2822,1702
MA,-71.4594,Framingham,Middlesex,42.4464,1703
MA,-71.4594,Framingham,Middlesex,42.4464,1704
MA,-71.4594,Framingham,Middlesex,42.4464,1705
MA,-71.4328,Acton,Middlesex,42.4851,1718
MA,-71.5178,Boxborough,Middlesex,42.4884,1719
MA,-71.4483,Acton,Middlesex,42.4751,1720
MA,-71.4583,Ashland,Middlesex,42.2539,1721
MA,-71.2768,Bedford,Middlesex,42.4843,1730
MA,-71.2795,Hanscom Afb,Middlesex,42.4567,1731
MA,-71.6076,Bolton,Worcester,42.4365,1740
MA,-71.3519,Carlisle,Middlesex,42.5286,1741
MA,-71.3747,Concord,Middlesex,42.4567,1742
MA,-71.5028,Fayville,Worcester,42.2934,1745
MA,-71.4361,Holliston,Middlesex,42.2026,1746
MA,-71.5376,Hopedale,Worcester,42.1268,1747
MA,-71.5302,Hopkinton,Middlesex,42.219,1748
MA,-71.5609,Hudson,Middlesex,42.3918,1749
MA,-71.5434,Marlborough,Middlesex,42.3509,1752
MA,-71.455,Maynard,Middlesex,42.4321,1754
MA,-71.5499,Mendon,Worcester,42.0967,1756
MA,-71.5274,Milford,Worcester,42.1511,1757
MA,-71.3574,Natick,Middlesex,42.2875,1760
MA,-71.3787,Sherborn,Middlesex,42.2331,1770
MA,-71.532,Southborough,Worcester,42.2939,1772
MA,-71.3137,Lincoln,Middlesex,42.4217,1773
MA,-71.515,Stow,Middlesex,42.4308,1775
MA,-71.4282,Sudbury,Middlesex,42.3837,1776
MA,-71.3588,Wayland,Middlesex,42.3486,1778
MA,-71.562,Woodville,Middlesex,42.2376,1784
MA,-71.1574,Woburn,Middlesex,42.4829,1801
MA,-71.2004,Burlington,Middlesex,42.5089,1803
MA,-71.1956,Burlington,Middlesex,42.5048,1805
MA,-71.1565,Andover,Essex,42.6496,1810
MA,-71.1842,Andover,Essex,42.6472,1812
MA,-71.1523,Woburn,Middlesex,42.4793,1813
MA,-71.1523,Woburn,Middlesex,42.4793,1815
MA,-71.2518,Billerica,Middlesex,42.5519,1821
MA,-71.2689,Billerica,Middlesex,42.5584,1822
MA,-71.3556,Chelmsford,Middlesex,42.5911,1824
MA,-71.3186,Dracut,Middlesex,42.6764,1826
MA,-71.4952,Dunstable,Middlesex,42.6739,1827
MA,-71.0721,Haverhill,Essex,42.7856,1830
MA,-71.1221,Haverhill,Essex,42.7711,1831
MA,-71.1095,Haverhill,Essex,42.7792,1832
MA,-70.9822,Georgetown,Essex,42.7281,1833
MA,-71.027,Groveland,Essex,42.753,1834
MA,-71.0843,Haverhill,Essex,42.7528,1835
MA,-71.1638,Lawrence,Essex,42.708,1840
MA,-71.167,Lawrence,Essex,42.7115,1841
MA,-71.1631,Lawrence,Essex,42.707,1842
MA,-71.1605,Lawrence,Essex,42.6911,1843
MA,-71.181,Methuen,Essex,42.728,1844
MA,-71.109,North Andover,Essex,42.6826,1845
MA,-71.3051,Lowell,Middlesex,42.656,1850
MA,-71.3329,Lowell,Middlesex,42.6315,1851
MA,-71.2983,Lowell,Middlesex,42.6344,1852
MA,-71.3162,Lowell,Middlesex,42.6334,1853
MA,-71.3355,Lowell,Middlesex,42.6493,1854
MA,-71.0047,Merrimac,Essex,42.8346,1860
MA,-71.2902,North Billerica,Middlesex,42.5757,1862
MA,-71.3908,North Chelmsford,Middlesex,42.6347,1863
MA,-71.0947,North Reading,Middlesex,42.5819,1864
MA,-71.2689,Nutting Lake,Middlesex,42.5379,1865
MA,-71.2281,Pinehurst,Middlesex,42.5293,1866
MA,-71.109,Reading,Middlesex,42.528,1867
MA,-71.2232,Tewksbury,Middlesex,42.6028,1876
MA,-71.4158,Tyngsboro,Middlesex,42.6724,1879
MA,-71.0685,Wakefield,Middlesex,42.5009,1880
MA,-71.0639,West Boxford,Essex,42.707,1885
MA,-71.4401,Westford,Middlesex,42.5864,1886
MA,-71.1723,Wilmington,Middlesex,42.5581,1887
MA,-71.1523,Woburn,Middlesex,42.4793,1888
MA,-71.1096,North Reading,Middlesex,42.5716,1889
MA,-71.1441,Winchester,Middlesex,42.453,1890
MA,-71.137,Andover,Essex,42.6584,1899
MA,-70.9467,Lynn,Essex,42.4612,1901
MA,-70.942,Lynn,Essex,42.4698,1902
MA,-70.9495,Lynn,Essex,42.4668,1903
MA,-70.9647,Lynn,Essex,42.4889,1904
MA,-70.9728,Lynn,Essex,42.4694,1905
MA,-71.0111,Saugus,Essex,42.4633,1906
MA,-70.9098,Swampscott,Essex,42.4746,1907
MA,-70.9277,Nahant,Essex,42.4261,1908
MA,-70.9747,Lynn,Essex,42.4548,1910
MA,-70.9367,Amesbury,Essex,42.8559,1913
MA,-70.8759,Beverly,Essex,42.5608,1915
MA,-71.0114,Boxford,Essex,42.6797,1921
MA,-70.9351,Byfield,Essex,42.7568,1922
MA,-70.9425,Danvers,Essex,42.5694,1923
MA,-70.7828,Essex,Essex,42.6286,1929
MA,-70.6721,Gloucester,Essex,42.6208,1930
MA,-70.662,Gloucester,Essex,42.6159,1931
MA,-70.8791,Hamilton,Essex,42.6354,1936
MA,-70.8791,Hathorne,Essex,42.6354,1937
MA,-70.8494,Ipswich,Essex,42.6809,1938
MA,-71.0339,Lynnfield,Essex,42.5327,1940
MA,-70.7674,Manchester,Essex,42.5796,1944
MA,-70.8653,Marblehead,Essex,42.4984,1945
MA,-71.013,Middleton,Essex,42.5942,1949
MA,-70.8847,Newburyport,Essex,42.813,1950
MA,-70.8474,Newbury,Essex,42.7835,1951
MA,-70.8588,Salisbury,Essex,42.8507,1952
MA,-70.9612,Peabody,Essex,42.5326,1960
MA,-70.8791,Peabody,Essex,42.6354,1961
MA,-70.8257,Prides Crossing,Essex,42.5581,1965
MA,-70.6194,Rockport,Essex,42.658,1966
MA,-70.907,Rowley,Essex,42.7138,1969
MA,-70.9003,Salem,Essex,42.5151,1970
MA,-70.8791,Salem,Essex,42.6354,1971
MA,-70.8561,South Hamilton,Essex,42.6185,1982
MA,-70.9488,Topsfield,Essex,42.6415,1983
MA,-70.8786,Wenham,Essex,42.6017,1984
MA,-70.9778,West Newbury,Essex,42.7949,1985
MA,-70.8837,Accord,Plymouth,42.1745,2018
MA,-71.4768,Bellingham,Norfolk,42.0746,2019
MA,-70.6439,Brant Rock,Plymouth,42.0818,2020
MA,-71.1355,Canton,Norfolk,42.1645,2021
MA,-70.8128,Cohasset,Norfolk,42.2395,2025
MA,-71.1637,Dedham,Norfolk,42.2437,2026
MA,-71.0892,Dedham,Norfolk,42.18,2027
MA,-71.2854,Dover,Norfolk,42.2362,2030
MA,-71.2179,East Walpole,Norfolk,42.1532,2032
MA,-71.2441,Foxboro,Norfolk,42.0649,2035
MA,-71.4058,Franklin,Norfolk,42.0935,2038
MA,-70.7495,Greenbush,Plymouth,42.1793,2040
MA,-70.6491,Green Harbor,Plymouth,42.0696,2041
MA,-70.8911,Hingham,Plymouth,42.2245,2043
MA,-70.8898,Hingham,Plymouth,42.2418,2044
MA,-70.8754,Hull,Plymouth,42.2853,2045
MA,-70.6935,Humarock,Plymouth,42.1428,2047
MA,-71.2178,Mansfield,Bristol,42.0212,2048
MA,-70.6993,Marshfield,Plymouth,42.1062,2050
MA,-70.7341,Marshfield Hills,Plymouth,42.1512,2051
MA,-71.3048,Medfield,Norfolk,42.1845,2052
MA,-71.4217,Medway,Norfolk,42.1514,2053
MA,-71.3607,Millis,Norfolk,42.1669,2054
MA,-70.762,Minot,Plymouth,42.2404,2055
MA,-71.3269,Norfolk,Norfolk,42.1177,2056
MA,-70.7703,North Marshfield,Plymouth,42.1432,2059
MA,-70.7856,North Scituate,Plymouth,42.219,2060
MA,-70.8217,Norwell,Plymouth,42.1596,2061
MA,-71.2033,Norwood,Norfolk,42.1868,2062
MA,-70.6516,Ocean Bluff,Plymouth,42.0972,2065
MA,-70.7525,Scituate,Plymouth,42.2032,2066
MA,-71.1759,Sharon,Norfolk,42.1094,2067
MA,-71.387,Sheldonville,Norfolk,42.0348,2070
MA,-71.2752,South Walpole,Norfolk,42.0992,2071
MA,-71.1074,Stoughton,Norfolk,42.1253,2072
MA,-71.2544,Walpole,Norfolk,42.1444,2081
MA,-71.2104,Westwood,Norfolk,42.2148,2090
MA,-71.3396,Wrentham,Norfolk,42.0617,2093
MA,-71.0684,Boston,Suffolk,42.3576,2108
MA,-71.0545,Boston,Suffolk,42.36,2109
MA,-71.0514,Boston,Suffolk,42.3576,2110
MA,-71.0629,Boston,Suffolk,42.3503,2111
MA,-71.0598,Boston,Suffolk,42.3584,2112
MA,-71.056,Boston,Suffolk,42.3657,2113
MA,-71.0682,Boston,Suffolk,42.3611,2114
MA,-71.0922,Boston,Suffolk,42.3427,2115
MA,-71.0768,Boston,Suffolk,42.3492,2116
MA,-71.058,Boston,Suffolk,42.3585,2117
MA,-71.0729,Boston,Suffolk,42.3362,2118
MA,-71.0953,Roxbury,Suffolk,42.3251,2119
MA,-71.0912,Roxbury Crossing,Suffolk,42.3307,2120
MA,-71.0745,Dorchester,Suffolk,42.2973,2121
MA,-71.0745,Dorchester,Suffolk,42.2973,2122
MA,-70.9196,Boston,Suffolk,42.3389,2123
MA,-71.0717,Dorchester Center,Suffolk,42.2918,2124
MA,-71.0745,Dorchester,Suffolk,42.2973,2125
MA,-71.0939,Mattapan,Suffolk,42.2739,2126
MA,-71.0375,Boston,Suffolk,42.3347,2127
MA,-71.0257,Boston,Suffolk,42.3642,2128
MA,-71.0627,Charlestown,Suffolk,42.3778,2129
MA,-71.1115,Jamaica Plain,Suffolk,42.3126,2130
MA,-71.1295,Roslindale,Suffolk,42.2836,2131
MA,-71.1589,West Roxbury,Suffolk,42.2787,2132
MA,-71.0598,Boston,Suffolk,42.3584,2133
MA,-71.1329,Allston,Suffolk,42.3535,2134
MA,-71.1566,Brighton,Suffolk,42.3478,2135
MA,-71.1261,Hyde Park,Suffolk,42.254,2136
MA,-71.137,Readville,Suffolk,42.2404,2137
MA,-71.1256,Cambridge,Middlesex,42.377,2138
MA,-71.1042,Cambridge,Middlesex,42.3647,2139
MA,-71.1338,Cambridge,Middlesex,42.3932,2140
MA,-71.0836,Cambridge,Middlesex,42.3687,2141
MA,-71.083,Cambridge,Middlesex,42.362,2142
MA,-71.1028,Somerville,Middlesex,42.3829,2143
MA,-71.1221,Somerville,Middlesex,42.4003,2144
MA,-71.0929,Somerville,Middlesex,42.3907,2145
MA,-71.0605,Malden,Middlesex,42.4291,2148
MA,-71.0514,Everett,Middlesex,42.4112,2149
MA,-71.0325,Chelsea,Suffolk,42.3963,2150
MA,-71.0052,Revere,Suffolk,42.4138,2151
MA,-70.98,Winthrop,Suffolk,42.3763,2152
MA,-71.1062,Medford,Middlesex,42.4184,2153
MA,-71.1087,Medford,Middlesex,42.4173,2155
MA,-71.1328,West Medford,Middlesex,42.4223,2156
MA,-71.1122,Boston,Suffolk,42.3253,2163
MA,-70.9978,Quincy,Norfolk,42.2491,2169
MA,-71.0186,Quincy,Norfolk,42.2671,2170
MA,-71.0241,Quincy,Norfolk,42.2825,2171
MA,-71.0632,Melrose,Middlesex,42.4581,2176
MA,-71.0978,Stoneham,Middlesex,42.4828,2180
MA,-70.9963,Braintree,Norfolk,42.2093,2184
MA,-71.0892,Braintree,Norfolk,42.18,2185
MA,-71.0771,Milton,Norfolk,42.2537,2186
MA,-71.0717,Milton Village,Norfolk,42.2668,2187
MA,-70.9582,Weymouth,Norfolk,42.2113,2188
MA,-70.9203,East Weymouth,Norfolk,42.214,2189
MA,-70.9495,South Weymouth,Norfolk,42.1751,2190
MA,-70.9467,North Weymouth,Norfolk,42.2459,2191
MA,-71.0598,Boston,Suffolk,42.3584,2196
MA,-71.0825,Boston,Suffolk,42.3479,2199
MA,-71.0598,Boston,Suffolk,42.3584,2201
MA,-71.0604,Boston,Suffolk,42.3615,2203
MA,-70.9196,Boston,Suffolk,42.3389,2204
MA,-71.0539,Boston,Suffolk,42.3503,2205
MA,-70.9196,Boston,Suffolk,42.3389,2206
MA,-71.0465,Boston,Suffolk,42.3489,2210
MA,-71.0598,Boston,Suffolk,42.3584,2211
MA,-71.0598,Boston,Middlesex,42.3584,2212
MA,-71.1027,Boston,Suffolk,42.3471,2215
MA,-70.9196,Boston,Suffolk,42.3389,2217
MA,-71.0633,Boston,Suffolk,42.3644,2222
MA,-71.1056,Cambridge,Middlesex,42.3751,2238
MA,-71.0598,Boston,Suffolk,42.3584,2241
MA,-71.0598,Boston,Suffolk,42.3584,2266
MA,-71.0023,Quincy,Norfolk,42.2529,2269
MA,-70.9196,Boston,Suffolk,42.3389,2283
MA,-70.9196,Boston,Suffolk,42.3389,2284
MA,-71.0598,Boston,Suffolk,42.3584,2293
MA,-71.0598,Boston,Suffolk,42.3584,2297
MA,-71.0323,Boston,Suffolk,42.3823,2298
MA,-71.04,Brockton,Plymouth,42.0794,2301
MA,-71.0002,Brockton,Plymouth,42.0847,2302
MA,-71.0184,Brockton,Plymouth,42.0834,2303
MA,-71.0184,Brockton,Plymouth,42.0834,2304
MA,-71.0184,Brockton,Plymouth,42.0834,2305
MA,-71.0437,Avon,Norfolk,42.1258,2322
MA,-70.9723,Bridgewater,Plymouth,41.9773,2324
MA,-70.9728,Bridgewater,Plymouth,41.9873,2325
MA,-70.8272,Bryantville,Plymouth,42.0407,2327
MA,-70.7678,Carver,Plymouth,41.8883,2330
MA,-70.7014,Duxbury,Plymouth,41.9705,2331
MA,-70.7163,Duxbury,Plymouth,42.0399,2332
